name,sex,length
နီနီရှိန်း,1,3
နီနီလင်း,1,3
နီနီလွင်,1,3
နီနီလှိုင်,1,3
နီနီဝင်း,1,3
နီနီသန်း,1,3
နီနီသိန်း,1,3
နီနီအောင်,1,3
နီနီအေး,1,3
နီနီဦး,1,3
နီလာ,1,2
နီလာခင်,1,3
နီလာစိုး,1,3
နီလာဆွေ,1,3
နီလာတင်,1,3
နီလာထွန်း,1,3
နီလာမြင့်,1,3
နီလာရွှေ,1,3
နီလာဝင်း,1,3
နီလာသန်း,1,3
နီလာဟန်,1,3
နီလာအောင်,1,3
နီလာအေး,1,3
နီလာဦး,1,3
နု,1,1
နုနု,1,2
နုနုကြီ,1,3
နုနုခင်,1,3
နုနုခိုင်,1,3
နုနုခြို,1,3
နုနုငယ်,1,3
နုနုစိန်,1,3
နုနုဆန်း,1,3
နုနုဆွေ,1,3
နုနုတင်,1,3
နုနုထွေး,1,3
နုနုရင်,1,3
နုနုရီ,1,3
နုနုရွှေ,1,3
နုနုလွင်,1,3
နုနုလှိုင်,1,3
နုနုဝင်း,1,3
နုနုဝေ,1,3
နုနုသန်း,1,3
နုနုအောင်,1,3
နုနုအေး,1,3
နုရင်,1,2
နုရီ,1,2
နေကြာ,1,2
နေခြီခြန်းမြေ့,1,4
နေခြီဇော်,1,3
နေခြီယွန်းဝေ,1,4
နေခြီလင်း,1,3
နေခြီလင်းမော်,1,4
နေခြီဝင်းလဲ့,1,4
နေရီခိုင်,1,3
နော်ထီးလားဖော,1,4
နော်လင်းလွန်းနွေး,1,4
နော်အယ်ဖောစေး,1,4
နွယ်,1,1
နွယ်နီ,1,2
နွယ်နီစိုး,1,3
နွယ်နီထွန်း,1,3
နွယ်နီပွင့်ထူး,1,4
နွယ်နီလွင်,1,3
နွယ်နီဝင်း,1,3
နွယ်နီသန်း,1,3
နွယ်နီအေး,1,3
နွယ်နီဦး,1,3
နွယ်နွယ်,1,2
နွယ်နွယ်ကြီ,1,3
နွယ်နွယ်ခင်,1,3
နွယ်နွယ်စိုး,1,3
နွယ်နွယ်ဆန်း,1,3
နွယ်နွယ်ဌေး,1,3
နွယ်နွယ်တင်,1,3
နွယ်နွယ်ထွန်း,1,3
နွယ်နွယ်မြင့်,1,3
နွယ်နွယ်ရင်,1,3
နွယ်နွယ်ရီ,1,3
နွယ်နွယ်လင်း,1,3
နွယ်နွယ်လွင်,1,3
နွယ်နွယ်လှိုင်,1,3
နွယ်နွယ်ဝင်း,1,3
နွယ်နွယ်ဝေ,1,3
နွယ်နွယ်သန်း,1,3
နွယ်နွယ်အုံး,1,3
နွယ်နွယ်အောင်,1,3
နွယ်နွယ်အေး,1,3
နွယ်နွယ်ဦး,1,3
နွယ်ရီ,1,2
နွေဦးမွန်,1,3
နွေးကြော့ကြော့ခိုင်,1,4
နွေးနွေးထက်မြတ်စိုး,1,5
နွေးနွေးအောင်,1,3
နွေးအိန္ဒြေ,1,3
နွေးအိအိကြော်,1,4
နွဲ့ဇာလင်း,1,3
နွဲ့ရီလှိုင်,1,3
နှင်း,1,1
နှင်းကြီ,1,2
နှင်းစီ,1,2
နှင်းစန္ဒီထွန်း,1,4
နှင်းစုခိုင်ဦး,1,4
နှင်းစုလှိုင်,1,3
နှင်းစုဝေ,1,3
နှင်းဆီ,1,2
နှင်းထက်,1,2
နှင်းထက်ထက်ဖွေး,1,4
နှင်းထက်ထက်အောင်,1,4
နှင်းဒေဝီ,1,3
နှင်းနန္ဒာဝင်း,1,4
နှင်းနန္ဒာအောင်,1,4
နှင်းနုဆွေ,1,3
နှင်းနုနုနိုင်,1,4
နှင်းနေခြီဦး,1,4
နှင်းနှင်း,1,2
နှင်းနှင်းရီ,1,3
နှင်းနှင်းလှိုင်,1,3
နှင်းနှင်းဝေ,1,3
နှင်းနှင်းအိ,1,3
နှင်းနှင်းအေး,1,3
နှင်းနှင်းဦး,1,3
နှင်းပွင့်,1,2
နှင်းပွင့်ဝေဝေ,1,4
နှင်းပွင့်ခြို,1,3
နှင်းဖြူ,1,2
နှင်းမြတ်နိုးဦး,1,4
နှင်းမြတ်သွယ်အောင်,1,4
နှင်းယမင်းဝင်း,1,4
နှင်းယုနိုင်,1,3
နှင်းယုယုဝင်း,1,4
နှင်းယုလှိုင်,1,3
နှင်းရင်,1,2
နှင်းရတနာ,1,4
နှင်းရီ,1,2
နှင်းရဲ,1,2
နှင်းရွှေ,1,2
နှင်းရွှေစင်ဖြိုး,1,4
နှင်းရွှေစင်ဦး,1,4
နှင်းလပြည့်ဝန်း,1,4
နှင်းလှ,1,2
နှင်းဝတ်ရီနိုင်,1,4
နှင်းဝတ်ရီသောင်း,1,4
နှင်းဝတ်ရီအောင်,1,4
နှင်းဝတ်ရီဦး,1,4
နှင်းဝေ,1,2
နှင်းဝေဖြိုး,1,3
နှင်းဝေလွင်,1,3
နှင်းဝေဝေ,1,3
နှင်းဝေဝေခိုင်,1,4
နှင်းဝဿန်,1,4
နှင်းသစ္စာ,1,3
နှင်းသစ္စာနိုင်,1,4
နှင်းသဇင်နိုင်,1,4
နှင်းသန္တာအောင်,1,4
နှင်းသီတာ,1,3
နှင်းသီတာလွင်,1,4
နှင်းသီတာလှိုင်,1,4
နှင်းသီရိ,1,3
နှင်းသီရိကြွယ်,1,4
နှင်းသီရိမောင်,1,4
နှင်းသီရိမွန်,1,4
နှင်းသီရိလှိုင်,1,4
နှင်းသီရိသူ,1,4
နှင်းသီရိအောင်,1,4
နှင်းအင်ဇာလီ,1,4
နှင်းအဥ္ဇလီ,1,4
နှင်းအိကိုနိုင်,1,4
နှင်းအိခိုင်,1,3
နှင်းအိထက်,1,3
နှင်းအိန္ဒြာလှိုင်,1,4
နှင်းအိန္ဒြေမြင့်မြတ်,1,5
နှင်းအိဖြူ,1,3
နှင်းအိယွန်း,1,3
နှင်းအိရွှေရီ,1,4
နှင်းအိလှိုင်,1,3
နှင်းအေး,1,2
နှင်းအေးလွင်,1,3
နှင်းအေးဝင်း,1,3
နှင်းဧကရီဇော်,1,5
ပန်းဆုပြည့်စုံ,1,4
ပန်းနုသွယ်,1,3
ပန်းနုသွေး,1,3
ပန်းဖြူဖြူဖွေး,1,4
ပန်းအိန္ဒြေခင်,1,4
ပန်းအိဖြူ,1,3
ပန်းအိမ့်မှူး,1,3
ပပစံ,1,3
ပပလှိုင်,1,3
ပပဝင်းခင်,1,4
ပာပာဝင်း,1,3
ပိတောက်,1,2
ပိုပို,1,2
ပိုပိုမြင့်သန်း,1,4
ပိုးစန္ဒီပိုင်,1,4
ပိုးဇာခြီထူး,1,4
ပိုးဒာလီခင်,1,4
ပိုးဒာလီသိန်းတန်,1,5
ပိုးပိုးအောင်,1,3
ပိုးပြည့်ဖြူ,1,3
ပိုးဖြူသန့်,1,3
ပိုးရွှေရီမြင့်,1,4
ပိုးလေး,1,2
ပိုးဝေမွန်,1,3
ပိုးသီရိ,1,3
ပိုးဟန်ဝတီ,1,4
ပိုးအိခင်,1,3
ပိုးအိခိုင်,1,3
ပိုးအိစံ,1,3
ပုံ့ပုံ့ဟန်,1,3
ပြည့်ဖူးမောင်,1,3
ပြည့်မှူးရတီ,1,4
ပွင့်သန်း,1,2
ပွင်းမှူးသာ,1,3
ဖူးငုံ,1,2
ဖူးပြည့်မွန်,1,3
ဖူးပွင့်ကြော်,1,3
ဖူးပွင့်ခိုင်,1,3
ဖူးပွင့်မွန်,1,3
ဖူးပွင့်ဝေဦး,1,4
ဖူးသွယ်နှင်း,1,3
ဖူးဧကရီကြော်,1,5
ဖြိုးဖြိုး,1,2
ဖြိုးဖြိုးအောင်,1,3
ဖြိုးဝေလှိုင်,1,3
ဖြိုးသန္တာကို,1,4
ဖြိုးသန္တာခြို,1,4
ဖြိုးသိင်္ဂီဦး,1,4
ဖြိုးသီရိ,1,3
ဖြိုးသီရိကြော်,1,4
ဖြိုးသီရိမောင်,1,4
ဖြိုးသီရိအောင်,1,4
ဖြိုးအိခိုင်,1,3
ဖြိုးအိစင်,1,3
ဖြိုးအိဇင်,1,3
ဖြိုးအိအိဇင်,1,4
ဖြိုးအိအိဇော်,1,4
ဖြိုးအိအိထွန်း,1,4
ဖြူစင်ကို,1,3
ဖြူစင်ကြော်,1,3
ဖြူစင်မိုးသိမ့်,1,4
ဖြူစင်သွယ်,1,3
ဖြူဖြူ,1,2
ဖြူဖြူကြော်,1,3
ဖြူဖြူခင်,1,3
ဖြူဖြူခိုင်,1,3
ဖြူဖြူစိန်,1,3
ဖြူဖြူစိုး,1,3
ဖြူဖြူဇင်,1,3
ဖြူဖြူတင်,1,3
ဖြူဖြူထွေး,1,3
ဖြူဖြူမာ,1,3
ဖြူဖြူမြင့်,1,3
ဖြူဖြူလွင်,1,3
ဖြူဖြူလှိုင်,1,3
ဖြူဖြူဝင်း,1,3
ဖြူဖြူသင်း,1,3
ဖြူဖြူသန်း,1,3
ဖြူဖြူသိန်း,1,3
ဖြူဖြူသိမ့်,1,3
ဖြူဖြူသိန်း,1,3
ဖြူဖြူသွင်,1,3
ဖြူဖြူအောင်,1,3
ဖြူဖြူအေး,1,3
ဖြူလှိုင်သွယ်,1,3
ဖြူဝင်းမာ,1,3
ဖြူသန့်လွင်,1,3
ဖြူသဲခင်,1,3
မင်းမင်းခိုင်,1,3
မင်းမင်းသန်း,1,3
မင်းမင်းအေး,1,3
မမ,1,2
မမကြီ,1,3
မမကြီး,1,3
မမလေး,1,3
မာမာ,1,2
မာမာကြီ,1,3
မာမာကြူ,1,3
မာမာခင်,1,3
မာမာခြို,1,3
မာမာစိုး,1,3
မာမာဆန်း,1,3
မာမာဆွေ,1,3
မာမာညွန့်,1,3
မာမာဌေး,1,3
မာမာထွန်း,1,3
မာမာမြင့်,1,3
မာမာရီ,1,3
မာမာရွှေ,1,3
မာမာလွင်,1,3
မာမာဝင်း,1,3
မာမာဝေ,1,3
မာမာသန်း,1,3
မာမာသိန်း,1,3
မာမာအေး,1,3
မာမာဦး,1,3
မာရီ,1,2
မာလာ,1,2
မာလာကြော်,1,3
မာလာခင်,1,3
မာလာစိန်,1,3
မာလာဆွေ,1,3
မာလာထွန်း,1,3
မာလာနွယ်,1,3
မာလာမြင့်,1,3
မာလာလွင်,1,3
မာလာဝင်း,1,3
မာလာသန်း,1,3
မာလာအောင်,1,3
မာလာအေး,1,3
မာလာဦး,1,3
မို့မို့မြင့်အောင်,1,4
မိုးကေခိုင်လွင်,1,4
မိုးစက်ရတီ,1,4
မိုးစက်ဝိုင်,1,3
မိုးစန္ဒာ,1,3
မိုးစန္ဒာအောင်,1,4
မိုးနဒီကြော်,1,4
မိုးပပအောင်,1,4
မိုးပြည့်ပြည့်မောင်,1,4
မိုးပြည့်ရီ,1,3
မိုးပွင့်ငြိန်းဦး,1,4
မိုးပွင့်ပွင့်ဖြူ,1,4
မိုးပွင့်ဖြူ,1,3
မိုးမိုး,1,2
မိုးမိုးကြော်,1,3
မိုးမိုးကြီ,1,3
မိုးမိုးခင်,1,3
မိုးမိုးခိုင်,1,3
မိုးမိုးစိန်,1,3
မိုးမိုးဆန်း,1,3
မိုးမိုးဆွေ,1,3
မိုးမိုးညွန့်,1,3
မိုးမိုးဌေး,1,3
မိုးမိုးထွန်း,1,3
မိုးမိုးနိုင်,1,3
မိုးမိုးမြင့်,1,3
မိုးမိုးရီ,1,3
မိုးမိုးလွင်,1,3
မိုးမိုးလှိုင်,1,3
မိုးမိုးဝင်း,1,3
မိုးမိုးသန်း,1,3
မိုးမိုးသိန်း,1,3
မိုးမိုးသူ,1,3
မိုးမိုးအောင်,1,3
မိုးမိုးအေး,1,3
မိုးမိုးဦး,1,3
မိုးမြင့်စန္ဒာ,1,4
မိုးမြင့်ဇော်,1,3
မိုးရတနာ,1,4
မိုးသန္တာ,1,3
မိုးသိမ့်ဝေ,1,3
မိုးသီတာ,1,3
မိုးသီရိထက်,1,4
မိုးသီရိဝေ,1,4
မိုးသူဇာ,1,3
မိုးအေး,1,2
မီငယ်,1,2
မီမီ,1,2
မီမီကြော်,1,3
မီမီကြော်တင်ဝင်း,1,5
မီမီကြီး,1,3
မီမီကြူ,1,3
မီမီခင်,1,3
မီမီခိုင်,1,3
မီမီခြို,1,3
မီမီစိန်,1,3
မီမီစိုး,1,3
မီမီဆန်း,1,3
မီမီဇော်,1,3
မီမီတင်,1,3
မီမီထွန်း,1,3
မီမီထွေး,1,3
မီမီမော်,1,3
မီမီရီ,1,3
မီမီလေး,1,3
မီမီလွင်,1,3
မီမီလှိုင်,1,3
မီမီဝင်း,1,3
မီမီဝင်းနိုင်,1,4
မီမီဝင်းဖေ,1,4
မီမီသန်း,1,3
မီမီအောင်,1,3
မီမီအေး,1,3
မူ,1,1
မူမူ,1,2
မူမူခင်,1,3
မူမူခြို,1,3
မူမူဆွေ,1,3
မူမူတင်,1,3
မူမူထွေး,1,3
မူမူမြင့်,1,3
မူမူဝင်း,1,3
မူမူသန်း,1,3
မူမူသိန်း,1,3
မူမူအုံး,1,3
မူမူအောင်,1,3
မူမူအေး,1,3
မူယာဖြိုးဟန်,1,4
မေ,1,1
မေကဗြာ,1,3
မေကြီ,1,2
မေခင်စု,1,3
မေငြိမ့်ငြိမ့်ဇော်,1,4
မေစီ,1,2
မေစန္ဒကူး,1,4
မေစန္ဒာအောင်,1,4
မေစိန်လှိုင်,1,3
မေစုထားဦး,1,4
မေစူးရှထက်,1,4
မေစံပယ်မှူး,1,4
မေဆန်း,1,2
မေဆန်းမြင့်,1,3
မေဇင်,1,2
မေဇင်ထက်,1,3
မေဇင်ထူး,1,3
မေဇင်ထွဋ်,1,3
မေဇင်မင်းဦး,1,4
မေဇင်မိုးမြင့်,1,4
မေဇင်ဝင်းမိုး,1,4
မေဇာခြီဦး,1,4
မေဇူလိုင်ရွှေမိုး,1,5
မေဇော်ခိုင်,1,3
မေဇွန်ဖြူစိုး,1,4
မေနန္ဒာ,1,3
မေနန္ဒာမြင့်,1,4
မေနန္ဒာလှိုင်,1,4
မေနန်းထိုက်,1,3
မေနိုဝင်း,1,3
မေနှင်းဆီ,1,3
မေပန်းခြီ,1,3
မေပုလဲသွယ်,1,4
မေပြည့်ဖြိုး,1,3
မေပွင့်မောင်,1,3
မေဖူးစံ,1,3
မေဖြိုးရူပာဦး,1,5
မေဖြိုးသူ,1,3
မေဘရဏီစိုး,1,5
မေဘရဏီထွန်း,1,5
မေမဒီခင်,1,4
မေမီကြော်,1,3
မေမီမိုး,1,3
မေမေကြီ,1,3
မေမေခင်,1,3
မေမေတင်,1,3
မေမေဝင်း,1,3
မေမေသန်း,1,3
မေမြိုးမွန်,1,3
မေမြင့်ခြို,1,3
မေမြင့်မိုရ်,1,3
မေမြင့်သူ,1,3
မေမြင့်,1,2
မေမြတ်ကြော်,1,3
မေမြတ်ခြို,1,3
မေမြတ်နိုး,1,3
မေမြတ်နိုးကြော်,1,4
မေမြတ်နိုးခြို,1,4
မေမြတ်နိုးဇင်,1,4
မေမြတ်နိုးသူ,1,4
မေမြတ်မွန်,1,3
မေမြတ်သူ,1,3
မေမြတ်သော်,1,3
မေမြတ်အောင်,1,3
မေမွန်,1,2
မေမွန်ထက်,1,3
မေမွန်မင်းသိန်း,1,4
မေယု,1,2
မေရင်,1,2
မေရတနာ,1,4
မေရတနာထွန်း,1,5
မေရီ,1,2
မေရွှန်းလဲ့နိုင်,1,4
မေရှင်း,1,2
မေလင်းဖော,1,3
မေလဲ့ရီလင်း,1,4
မေလွင်,1,2
မေဝင်း,1,2
မေဝတ်မှုန်ဌေး,1,4
မေသက်,1,2
မေသက်ခိုင်,1,3
မေသက်ဆွေ,1,3
မေသက်ထား,1,3
မေသက်နိုင်,1,3
မေသက်နှင်း,1,3
မေသက်ဖူးငုံ,1,4
မေသကြင်္န်,1,3
မေသင်းခိုင်,1,3
မေသစ်,1,2
မေသဇင်ဖူး,1,4
မေသဇင်ဖြူ,1,4
မေသဇင်ဦး,1,4
မေသီးဖြူ,1,3
မေသန္တာ,1,3
မေသန္တာကို,1,4
မေသန္တာကြော်,1,4
မေသန္တာထွေး,1,4
မေသန့်ဇင်,1,3
မေသန်း,1,2
မေသန်းနု,1,3
မေသန်းနွယ်,1,3
မေသန်းရီ,1,3
မေသန်းဦး,1,3
မေသီ,1,2
မေသီရိ,1,3
မေသီရိဖြူ,1,4
မေသီရိမိုး,1,4
မေသီရိသန်းထိုက်,1,5
မေသူ,1,2
မေသူကြော်,1,3
မေသူခြို,1,3
မေသူစိုး,1,3
မေသူဇာကြော်,1,4
မေသူဇော်,1,3
မေသူထက်,1,3
မေသူမိုး,1,3
မေသူဟန်,1,3
မေသူအောင်,1,3
မေသော်လင်း,1,3
မေသဲပိုင်,1,3
မေသဲ့မြိုး,1,3
မေသွယ်စိုးငယ်,1,4
မေဟန်နီကို,1,4
မေအိန္ဒြေဦး,1,4
မော်မော်ထွန်း,1,3
မော်မော်မြင့်,1,3
မော်မော်လွင်,1,3
မော်မော်သန်း,1,3
မော်မော်အောင်,1,3
မော်မော်ဦး,1,3
မော်လီ,1,2
မြိုးကေခိုင်,1,3
မြိုးမြိုး,1,2
မြိုးမြိုးခိုင်,1,3
မြိုးမြိုးအေး,1,3
မြိုးမြတ်သူဇာ,1,4
မြိုးသန္တာစိုး,1,4
မြိုးသီရိကို,1,4
မြိုးသီရိကြော်,1,4
မြိုးသီရိမောင်,1,4
မြိုးသူဇာ,1,3
မြိုးစန္ဒာအောင်,1,4
မြကေသီ,1,3
မြကြီ,1,2
မြကြူ,1,2
မြကြေးဥ,1,3
မြခြစ်,1,2
မြင့်ကေသီခြို,1,4
မြင့်ပိုပိုအောင်,1,4
မြင့်မြင့်စန်း,1,3
မြင့်မြင့်ရီ,1,3
မြင့်မြင့်အေး,1,3
မြင်မြင့်ခင်,1,3
မြင့်ဇူ,1,2
မြင့်မိုရ်,1,2
မြင့်မေ,1,2
မြင့်မြင့်,1,2
မြင့်မြင့်ကြော်,1,3
မြင့်မြင့်ကြီ,1,3
မြင့်မြင့်ကြူ,1,3
မြင့်မြင့်ခင်,1,3
မြင့်မြင့်ခိုင်,1,3
မြင့်မြင့်ခြို,1,3
မြင့်မြင့်စီ,1,3
မြင့်မြင့်စိန်,1,3
မြင့်မြင့်စိုး,1,3
မြင့်မြင့်စော,1,3
မြင့်မြင့်ဆန်း,1,3
မြင့်မြင့်ဆွေ,1,3
မြင့်မြင့်ဌေး,1,3
မြင့်မြင့်တင်,1,3
မြင့်မြင့်ထွန်း,1,3
မြင့်မြင့်ထွေး,1,3
မြင့်မြင့်နိုင်,1,3
မြင့်မြင့်နွယ်,1,3
မြင့်မြင့်မာ,1,3
မြင့်မြင့်မူ,1,3
မြင့်မြင့်မေ,1,3
မြင့်မြင့်မော်,1,3
မြင့်မြင့်မွန်,1,3
မြင့်မြင့်ရင်,1,3
မြင့်မြင့်ရီ,1,3
မြင့်မြင့်ရဲ,1,3
မြင့်မြင့်ရွှေ,1,3
မြင့်မြင့်ရှိန်း,1,3
မြင့်မြင့်လွင်,1,3
မြင့်မြင့်လှိုင်,1,3
မြင့်မြင့်ဝင်း,1,3
မြင့်မြင့်ဝေ,1,3
မြင့်မြင့်သင်း,1,3
မြင့်မြင့်သန်း,1,3
မြင့်မြင့်သိန်း,1,3
မြင့်မြင့်သီ,1,3
မြင့်မြင့်သူ,1,3
မြင့်မြင့်သောင်း,1,3
မြင့်မြင့်သွေး,1,3
မြင့်မြင့်ဟန်,1,3
မြင့်မြင့်အုံး,1,3
မြင့်မြင့်အောင်,1,3
မြင့်မြင့်အေး,1,3
မြင့်မြင့်ဦး,1,3
မြင့်သူဇာ,1,3
မြဆန်းရီ,1,3
မြတ်ကေသီအောင်,1,4
မြတ်စန္ဒီထွန်း,1,4
မြတ်စုစုလှိုင်,1,4
မြတ်စုရီစံ,1,4
မြတ်စုသိန်း,1,3
မြတ်နိုးကြီဖြူ,1,4
မြတ်နိုးစန္ဒာ,1,4
မြတ်နိုးရွှေရီ,1,4
မြတ်နိုးသိမ့်,1,3
မြတ်နိုးသီရိ,1,4
မြတ်နွယ်,1,2
မြတ်နှင်းဦး,1,3
မြတ်ဖြူစင်သန့်,1,4
မြတ်မြင့်ဇူ,1,3
မြတ်မြတ်ခိုင်,1,3
မြတ်မြတ်စိုး,1,3
မြတ်မြတ်ထွေး,1,3
မြတ်မြတ်မိုး,1,3
မြတ်မြတ်မော်,1,3
မြတ်မြတ်မွန်,1,3
မြတ်မြတ်ဝင်း,1,3
မြတ်မြတ်အေး,1,3
မြတ်မွန်,1,2
မြတ်ရတနာမောင်,1,5
မြတ်ရွှေစင်ဦး,1,4
မြတ်သင်ဇာကြော်,1,4
မြတ်သီရိ,1,3
မြတ်သွေး,1,2
မြတ်အိကေဇာ,1,4
မြနန္ဒာကြိုင်,1,4
မြနု,1,2
မြနှင့်,1,2
မြမာလာ,1,3
မြမူ,1,2
မြမေ,1,2
မြမြ,1,2
မြမြကြီ,1,3
မြမြကြူ,1,3
မြမြခင်,1,3
မြမြခိုင်,1,3
မြမြစိန်,1,3
မြမြစိုး,1,3
မြမြဆန်း,1,3
မြမြဌေး,1,3
မြမြတင်,1,3
မြမြတ်ခြယ်ဦး,1,4
မြမြထွန်း,1,3
မြမြထွေး,1,3
မြမြနွယ်,1,3
မြမြမိုး,1,3
မြမြမူ,1,3
မြမြမော်,1,3
မြမြရီ,1,3
မြမြလေး,1,3
မြမြလွင်,1,3
မြမြဝင်း,1,3
မြမြဝေ,1,3
မြမြသက်,1,3
မြမြသင်း,1,3
မြမြသန်း,1,3
မြမြသိန်း,1,3
မြမြသွေး,1,3
မြမြအေး,1,3
မြမြဦး,1,3
မြရင်,1,2
မြရီ,1,2
မြရှင်း,1,2
မြလေး,1,2
မြဝင်းကြီ,1,3
မြဝေ,1,2
မြသက်ခြယ်,1,3
မြသင်း,1,2
မြသန္တာဆက်,1,4
မြသန်းကြီ,1,3
မြသန်းတင်,1,3
မြသရဖီဇော်,1,5
မြသီ,1,2
မြသီတာ,1,3
မြသူဇာ,1,3
မြအဉ္ဇလီ,1,4
မြအိစံ,1,3
မြအေးဆွေ,1,3
မွန်မြတ်ခင်,1,3
မွန်မွန်အောင်,1,3
မွန်မွန်ဦး,1,3
မှူးသက်ခြယ်,1,3
မှူးသိမ့်နဒီ,1,4
ယဉ်ငြိန်းသူ,1,3
ယဉ်နှင်းအေး,1,3
ယဉ်မင်းပိုက်,1,3
ယဉ်မွန်စံ,1,3
ယဉ်ယဉ်ဌေး,1,3
ယဉ်ယဉ်မင်းမြတ်,1,4
ယဉ်ယမုံဖြိုး,1,4
ယမင်း,1,2
ယမင်းထက်,1,3
ယမင်းနောင်,1,3
ယမင်းရွှေစင်,1,4
ယမင်းရွှေရီ,1,4
ယမင်းဝတီ,1,4
ယမင်းသက်ဝေ,1,4
ယမင်းသိမ့်,1,3
ယမင်းသီရိဝေ,1,5
ယမင်းသူ,1,3
ယမင်းအေး,1,3
ယမင်းဦး,1,3
ယမင်းဧကရီ,1,5
ယမုံဖူး,1,3
ယမုံမေ,1,3
ယုကြွေ,1,2
ယုစန္ဒီတင်လက်,1,5
ယုနန္ဒာထွန်း,1,4
ယုနန္ဒီထူး,1,4
ယုမြတ်ခိုင်,1,3
ယုယုထွေးအောင်,1,4
ယုယုဝေ,1,3
ယုဝတီ,1,3
ယုသန္တာမင်း,1,4
ယွန်းကြီပြာ,1,3
ယွန်းနဒီဖြိုး,1,4
ယွန်းနဒီမောင်,1,4
ယွန်းနန္ဒာဖြိုး,1,4
ယွန်းမီမီကြော်,1,4
ယွန်းမီမီမောင်,1,4
ယွန်းယွန်း,1,2
ယွန်းရတနာ,1,4
ယွန်းရွှေရီ,1,3
ယွန်းလဲ့ဝတီ,1,4
ယွန်းလဲ့ဝေ,1,3
ယွန်းဝတီစိုး,1,4
ယွန်းဝတီဖြိုး,1,4
ယွန်းသင်ဇာ,1,3
ယွန်းသဇင်ထက်,1,4
ယွန်းသော်တာမင်း,1,4
ယွန်းအိန်သူ,1,3
ရင်ငွေ,1,2
ရင်ဌေး,1,2
ရင်နု,1,2
ရင်နွယ်,1,2
ရင်မင်းအေး,1,3
ရင်မာအေး,1,3
ရင်မေ,1,2
ရင်မြ,1,2
ရင်မြင့်,1,2
ရင်မြိုင်,1,2
ရင်ရင်,1,2
ရင်ရင်ကြီ,1,3
ရင်ရင်ကြူ,1,3
ရင်ရင်ခိုင်,1,3
ရင်ရင်ခြို,1,3
ရင်ရင်စိန်,1,3
ရင်ရင်စိုး,1,3
ရင်ရင်ဆန်း,1,3
ရင်ရင်ဆွေ,1,3
ရင်ရင်ညွန့်,1,3
ရင်ရင်ဌေး,1,3
ရင်ရင်တင့်,1,3
ရင်ရင်ထွန်း,1,3
ရင်ရင်ထွေး,1,3
ရင်ရင်နု,1,3
ရင်ရင်နွယ်,1,3
ရင်ရင်မိုး,1,3
ရင်ရင်မူ,1,3
ရင်ရင်မေ,1,3
ရင်ရင်မော်,1,3
ရင်ရင်မြ,1,3
ရင်ရင်မြင့်,1,3
ရင်ရင်မွေး,1,3
ရင်ရင်ရွှေ,1,3
ရင်ရင်လေး,1,3
ရင်ရင်လှ,1,3
ရင်ရင်ဝင်း,1,3
ရင်ရင်သန်း,1,3
ရင်ရင်သိန်း,1,3
ရင်ရင်အေး,1,3
ရင်ရင်ဦး,1,3
ရင်ရွှင်,1,2
ရင်ရွှေ,1,2
ရင်လှ,1,2
ရင်သန်း,1,2
ရင်သိန်း,1,2
ရင်သီ,1,2
ရီမွန်,1,2
ရီမွန်ဦး,1,3
ရတနာစိုးသူ,1,5
ရတနာဖြိုး,1,4
ရတနာမြင့်,1,4
ရတနာလင်း,1,4
ရတနာအောင်,1,4
ရတနာဦး,1,4
ရတီထက်,1,3
ရတီနိုင်,1,3
ရီရီ,1,2
ရီရီခင်,1,3
ရီရီခိုင်,1,3
ရီရီခြို,1,3
ရီရီစိန်,1,3
ရီရီစိုး,1,3
ရီရီဆန်း,1,3
ရီရီဆွေ,1,3
ရီရီညွန့်,1,3
ရီရီဌေး,1,3
ရီရီတင်,1,3
ရီရီထက်အောင်,1,4
ရီရီထွန်း,1,3
ရီရီထွေး,1,3
ရီရီနွယ်,1,3
ရီရီမာ,1,3
ရီရီမေ,1,3
ရီရီမော်,1,3
ရီရီမြ,1,3
ရီရီမြင့်,1,3
ရီရီမွန်,1,3
ရီရီရွှေ,1,3
ရီရီလွင်,1,3
ရီရီလှ,1,3
ရီရီလှိုင်,1,3
ရီရီဝင်း,1,3
ရီရီဝေ,1,3
ရီရီသင်း,1,3
ရီရီသန်း,1,3
ရီရီသိန်း,1,3
ရီရီအောင်,1,3
ရီရီအေး,1,3
ရီရီဦး,1,3
ရီလေး,1,2
ရီသန်း,1,2
ရူပာ,1,2
ရူပာရုံဦး,1,4
ရဲ,1,1
ရဲရဲ,1,2
ရဲရဲမြင့်,1,3
ရဲရဲဝင်း,1,3
ရွှန်းပပထွန်း,1,4
ရွှန်းမြတ်နိုးအောင်,1,4
ရွှန်းလဲ့,1,2
ရွှန်းလဲ့စန္ဒီအောင်,1,5
ရွှန်းလဲ့နဒီ,1,4
ရွှန်းလဲ့နေခြီ,1,4
ရွှန်းလဲ့မင်းသော်,1,4
ရွှန်းလဲ့ရွှေရီ,1,4
ရွှန်းလဲ့ဝေ,1,3
ရွှန်းလဲ့သဇင်,1,4
ရွှန်းလဲ့သာ,1,3
ရွှေကြီ,1,2
ရွှေခင်,1,2
ရွှေစင်မော်ဦး,1,4
ရွှေဆင်,1,2
ရွှေဆင်ဝင်း,1,3
ရွှေဇင်ဖြိုး,1,3
ရွှေပိုးဖြူ,1,3
ရွှေဖူးပွင့်အောင်,1,4
ရွှေမီ,1,2
ရွှေမေ,1,2
ရွှေမှုန်ရတီ,1,4
